rank,name,points,our_character_id,is_variant,site_face_id,image_url,image_path
17,ROCKS D. XEBEC (DAVY D. XEBEC),,Rocks_D._Xebec,False,1543,https://onepiecewt100-2026.com/assets/faces-106x106/1543.png,polls/wt100_2026/0017_ROCKS_D_XEBEC_DAVY_D_XEBEC.png
18,YAMATO,,Yamato,False,1348,https://onepiecewt100-2026.com/assets/faces-106x106/1348.png,polls/wt100_2026/0018_YAMATO.png
19,USOPP,,Usopp,False,0004,https://onepiecewt100-2026.com/assets/faces-106x106/0004.png,polls/wt100_2026/0019_USOPP.png
20,LOKI,,Loki,False,1506,https://onepiecewt100-2026.com/assets/faces-106x106/1506.png,polls/wt100_2026/0020_LOKI.png
21,CHARLOTTE CRACKER,,Charlotte_Cracker,False,0958,https://onepiecewt100-2026.com/assets/faces-106x106/0958.png,polls/wt100_2026/0021_CHARLOTTE_CRACKER.png
22,DONQUIXOTE DOFLAMINGO,,Donquixote_Doflamingo,False,0262,https://onepiecewt100-2026.com/assets/faces-106x106/0262.png,polls/wt100_2026/0022_DONQUIXOTE_DOFLAMINGO.png
23,EUSTASS.KID,,Eustass_Kid,False,0507,https://onepiecewt100-2026.com/assets/faces-106x106/0507.png,polls/wt100_2026/0023_EUSTASS_KID.png
24,PERONA,,Perona,False,0467,https://onepiecewt100-2026.com/assets/faces-106x106/0467.png,polls/wt100_2026/0024_PERONA.png
25,BUGGY,,Buggy,False,0046,https://onepiecewt100-2026.com/assets/faces-106x106/0046.png,polls/wt100_2026/0025_BUGGY.png
26,MARCO,,Marco,False,0440,https://onepiecewt100-2026.com/assets/faces-106x106/0440.png,polls/wt100_2026/0026_MARCO.png
27,BROOK,,Brook,False,0009,https://onepiecewt100-2026.com/assets/faces-106x106/0009.png,polls/wt100_2026/0027_BROOK.png
28,NEFELTARI VIVI (Miss WEDNESDAY),,Nefertari_Vivi,False,0013,https://onepiecewt100-2026.com/assets/faces-106x106/0013.png,polls/wt100_2026/0028_NEFELTARI_VIVI_Miss_WEDNESDAY.png
29,FRANKY (CUTTY FLAM),,Franky,False,0008,https://onepiecewt100-2026.com/assets/faces-106x106/0008.png,polls/wt100_2026/0029_FRANKY_CUTTY_FLAM.png
30,JINBE,,Jinbe,False,0010,https://onepiecewt100-2026.com/assets/faces-106x106/0010.png,polls/wt100_2026/0030_JINBE.png
31,CHARLOTTE KATAKURI,,Charlotte_Katakuri,False,1011,https://onepiecewt100-2026.com/assets/faces-106x106/1011.png,polls/wt100_2026/0031_CHARLOTTE_KATAKURI.png
32,BARTHOLOMEW.KUMA,,Bartholomew_Kuma,False,0263,https://onepiecewt100-2026.com/assets/faces-106x106/0263.png,polls/wt100_2026/0032_BARTHOLOMEW_KUMA.png
33,SMOKER,,Smoker,False,0121,https://onepiecewt100-2026.com/assets/faces-106x106/0121.png,polls/wt100_2026/0033_SMOKER.png
34,BENTHAM (Mr. 2/BON・KUREI),,Bentham,False,0170,https://onepiecewt100-2026.com/assets/faces-106x106/0170.png,polls/wt100_2026/0034_BENTHAM_Mr_2_BON_KUREI.png
35,ROB LUCCI,,Rob_Lucci,False,0372,https://onepiecewt100-2026.com/assets/faces-106x106/0372.png,polls/wt100_2026/0035_ROB_LUCCI.png
36,EDWARD NEWGATE (WHITEBEARD),,Edward_Newgate,False,0266,https://onepiecewt100-2026.com/assets/faces-106x106/0266.png,polls/wt100_2026/0036_EDWARD_NEWGATE_WHITEBEARD.png
37,KOBY,,Koby,False,0028,https://onepiecewt100-2026.com/assets/faces-106x106/0028.png,polls/wt100_2026/0037_KOBY.png
38,KAKU,,Kaku,False,0366,https://onepiecewt100-2026.com/assets/faces-106x106/0366.png,polls/wt100_2026/0038_KAKU.png
39,CAVENDISH (HAKUBA),,Cavendish,False,0823,https://onepiecewt100-2026.com/assets/faces-106x106/0823.png,polls/wt100_2026/0039_CAVENDISH_HAKUBA.png
40,MONKEY D. GARP,,Monkey_D._Garp,False,0439,https://onepiecewt100-2026.com/assets/faces-106x106/0439.png,polls/wt100_2026/0040_MONKEY_D_GARP.png
41,KUZAN (AOKIJI),,Kuzan,False,0352,https://onepiecewt100-2026.com/assets/faces-106x106/0352.png,polls/wt100_2026/0041_KUZAN_AOKIJI.png
42,IZO,,Izou,False,0614,https://onepiecewt100-2026.com/assets/faces-106x106/0614.png,polls/wt100_2026/0042_IZO.png
43,BENN.BECKMAN,,Benn_Beckman,False,0020,https://onepiecewt100-2026.com/assets/faces-106x106/0020.png,polls/wt100_2026/0043_BENN_BECKMAN.png
44,SILVERS.RAYLEIGH,,Silvers_Rayleigh,False,0525,https://onepiecewt100-2026.com/assets/faces-106x106/0525.png,polls/wt100_2026/0044_SILVERS_RAYLEIGH.png
45,GOING MERRY,,Merry,False,0011,https://onepiecewt100-2026.com/assets/faces-106x106/0011.png,polls/wt100_2026/0045_GOING_MERRY.png
46,JEWELRY.BONNEY,,Jewelry_Bonney,False,0505,https://onepiecewt100-2026.com/assets/faces-106x106/0505.png,polls/wt100_2026/0046_JEWELRY_BONNEY.png
47,ALBER (KING),,King,False,1171,https://onepiecewt100-2026.com/assets/faces-106x106/1171.png,polls/wt100_2026/0047_ALBER_KING.png
48,BORSALINO (KIZARU),,Borsalino,False,0532,https://onepiecewt100-2026.com/assets/faces-106x106/0532.png,polls/wt100_2026/0048_BORSALINO_KIZARU.png
49,ENEL,,Enel,False,0297,https://onepiecewt100-2026.com/assets/faces-106x106/0297.png,polls/wt100_2026/0049_ENEL.png
50,VEGAPUNK PUNK-02 LILITH,,Lilith,False,1430,https://onepiecewt100-2026.com/assets/faces-106x106/1430.png,polls/wt100_2026/0050_VEGAPUNK_PUNK_02_LILITH.png
51,CHARLOTTE PEROSPERAW,,Charlotte_Perospero,False,0957,https://onepiecewt100-2026.com/assets/faces-106x106/0957.png,polls/wt100_2026/0051_CHARLOTTE_PEROSPERAW.png
52,KILLER (KAMAZO),,Killer,False,0511,https://onepiecewt100-2026.com/assets/faces-106x106/0511.png,polls/wt100_2026/0052_KILLER_KAMAZO.png
53,IMU,,Nerona_Imu,False,1468,https://onepiecewt100-2026.com/assets/faces-106x106/1468.png,polls/wt100_2026/0053_IMU.png
54,SAKAZUKI (AKAINU),,Sakazuki,False,0589,https://onepiecewt100-2026.com/assets/faces-106x106/0589.png,polls/wt100_2026/0054_SAKAZUKI_AKAINU.png
55,KURO (KLAHADORE ),,Kuro,False,0062,https://onepiecewt100-2026.com/assets/faces-106x106/0062.png,polls/wt100_2026/0055_KURO_KLAHADORE.png
56,BARTOLOMEO,,Bartolomeo,False,0830,https://onepiecewt100-2026.com/assets/faces-106x106/0830.png,polls/wt100_2026/0056_BARTOLOMEO.png
57,NAMULE,,Namur,False,0605,https://onepiecewt100-2026.com/assets/faces-106x106/0605.png,polls/wt100_2026/0057_NAMULE.png
58,GOL D. ROGER (GOLD ROGER),,Gol_D._Roger,False,0014,https://onepiecewt100-2026.com/assets/faces-106x106/0014.png,polls/wt100_2026/0058_GOL_D_ROGER_GOLD_ROGER.png
59,JOYBOY,,Joy_Boy,False,1498,https://onepiecewt100-2026.com/assets/faces-106x106/1498.png,polls/wt100_2026/0059_JOYBOY.png
60,MARSHALL D. TEACH (BLACKBEARD),,Marshall_D._Teach,False,0270,https://onepiecewt100-2026.com/assets/faces-106x106/0270.png,polls/wt100_2026/0060_MARSHALL_D_TEACH_BLACKBEARD.png
61,SAINT MANMAYER GUNKO,,Manmayer_Gunko,False,1517,https://onepiecewt100-2026.com/assets/faces-106x106/1517.png,polls/wt100_2026/0061_SAINT_MANMAYER_GUNKO.png
62,BEPO,,Bepo,False,0514,https://onepiecewt100-2026.com/assets/faces-106x106/0514.png,polls/wt100_2026/0062_BEPO.png
63,CHARLOTTE LINLIN (BIG MOM),,Charlotte_Linlin,False,0947,https://onepiecewt100-2026.com/assets/faces-106x106/0947.png,polls/wt100_2026/0063_CHARLOTTE_LINLIN_BIG_MOM.png
64,CHARLOTTE PUDDING,,Charlotte_Pudding,False,0938,https://onepiecewt100-2026.com/assets/faces-106x106/0938.png,polls/wt100_2026/0064_CHARLOTTE_PUDDING.png
65,SPANDAM,,Spandam,False,0387,https://onepiecewt100-2026.com/assets/faces-106x106/0387.png,polls/wt100_2026/0065_SPANDAM.png
66,KAIDO,,Kaidou,False,0904,https://onepiecewt100-2026.com/assets/faces-106x106/0904.png,polls/wt100_2026/0066_KAIDO.png
67,GECKO MORIA,,Gecko_Moria,False,0477,https://onepiecewt100-2026.com/assets/faces-106x106/0477.png,polls/wt100_2026/0067_GECKO_MORIA.png
68,MARIANNE (Miss.GOLDEN WEEK),,Marianne,False,0146,https://onepiecewt100-2026.com/assets/faces-106x106/0146.png,polls/wt100_2026/0068_MARIANNE_Miss_GOLDEN_WEEK.png
69,MONKEY D. DRAGON,,Monkey_D._Dragon,False,0124,https://onepiecewt100-2026.com/assets/faces-106x106/0124.png,polls/wt100_2026/0069_MONKEY_D_DRAGON.png
70,SHIRAHOSHI,,Shirahoshi,False,0731,https://onepiecewt100-2026.com/assets/faces-106x106/0731.png,polls/wt100_2026/0070_SHIRAHOSHI.png
71,SAINT FIGARLAND SHAMROCK,,Figarland_Shamrock,False,1518,https://onepiecewt100-2026.com/assets/faces-106x106/1518.png,polls/wt100_2026/0071_SAINT_FIGARLAND_SHAMROCK.png
72,BASIL.HAWKINS,,Basil_Hawkins,False,0506,https://onepiecewt100-2026.com/assets/faces-106x106/0506.png,polls/wt100_2026/0072_BASIL_HAWKINS.png
73,TASHIGI,,Tashigi,False,0123,https://onepiecewt100-2026.com/assets/faces-106x106/0123.png,polls/wt100_2026/0073_TASHIGI.png
74,PAULIE,,Paulie,False,0371,https://onepiecewt100-2026.com/assets/faces-106x106/0371.png,polls/wt100_2026/0074_PAULIE.png
75,ULTI,,Ulti,False,1330,https://onepiecewt100-2026.com/assets/faces-106x106/1330.png,polls/wt100_2026/0075_ULTI.png
76,HELMEPPO,,Helmeppo,False,0034,https://onepiecewt100-2026.com/assets/faces-106x106/0034.png,polls/wt100_2026/0076_HELMEPPO.png
77,X.DRAKE,,X_Drake,False,0509,https://onepiecewt100-2026.com/assets/faces-106x106/0509.png,polls/wt100_2026/0077_X_DRAKE.png
78,KOALA,,Koala,False,0742,https://onepiecewt100-2026.com/assets/faces-106x106/0742.png,polls/wt100_2026/0078_KOALA.png
79,PENGUIN,,Penguin,False,0513,https://onepiecewt100-2026.com/assets/faces-106x106/0513.png,polls/wt100_2026/0079_PENGUIN.png
80,MONET,,Monet,False,0787,https://onepiecewt100-2026.com/assets/faces-106x106/0787.png,polls/wt100_2026/0080_MONET.png
81,KUNG-FU DUGONG,,,False,0183,https://onepiecewt100-2026.com/assets/faces-106x106/0183.png,polls/wt100_2026/0081_KUNG_FU_DUGONG.png
82,VINSMOKE REIJU,,Vinsmoke_Reiju,False,0943,https://onepiecewt100-2026.com/assets/faces-106x106/0943.png,polls/wt100_2026/0082_VINSMOKE_REIJU.png
83,KIKUNOJO (OKIKU),,Kikunojo,False,1133,https://onepiecewt100-2026.com/assets/faces-106x106/1133.png,polls/wt100_2026/0083_KIKUNOJO_OKIKU.png
84,KAWAMATSU,,Kawamatsu,False,1248,https://onepiecewt100-2026.com/assets/faces-106x106/1248.png,polls/wt100_2026/0084_KAWAMATSU.png
85,KOZUKI ODEN,,Kouzuki_Oden,False,1291,https://onepiecewt100-2026.com/assets/faces-106x106/1291.png,polls/wt100_2026/0085_KOZUKI_ODEN.png
86,PELL,,Pell,False,0197,https://onepiecewt100-2026.com/assets/faces-106x106/0197.png,polls/wt100_2026/0086_PELL.png
87,HINA,,Hina,False,0222,https://onepiecewt100-2026.com/assets/faces-106x106/0222.png,polls/wt100_2026/0087_HINA.png
88,CAESAR.CLOWN,,Caesar_Clown,False,0788,https://onepiecewt100-2026.com/assets/faces-106x106/0788.png,polls/wt100_2026/0088_CAESAR_CLOWN.png
89,ICEBURG,,Iceburg,False,0368,https://onepiecewt100-2026.com/assets/faces-106x106/0368.png,polls/wt100_2026/0089_ICEBURG.png
90,THOUSAND SUNNY,,,False,0012,https://onepiecewt100-2026.com/assets/faces-106x106/0012.png,polls/wt100_2026/0090_THOUSAND_SUNNY.png
91,KAROO,,Karoo,False,0137,https://onepiecewt100-2026.com/assets/faces-106x106/0137.png,polls/wt100_2026/0091_KAROO.png
92,SHUSHU,,,False,0051,https://onepiecewt100-2026.com/assets/faces-106x106/0051.png,polls/wt100_2026/0092_SHUSHU.png
93,HONGO,,Hongo,False,1419,https://onepiecewt100-2026.com/assets/faces-106x106/1419.png,polls/wt100_2026/0093_HONGO.png
94,REBECCA,,Rebecca,False,0824,https://onepiecewt100-2026.com/assets/faces-106x106/0824.png,polls/wt100_2026/0094_REBECCA.png
95,ISSHO (FUJITORA),,Issho,False,0806,https://onepiecewt100-2026.com/assets/faces-106x106/0806.png,polls/wt100_2026/0095_ISSHO_FUJITORA.png
96,SHACHI,,Shachi,False,0515,https://onepiecewt100-2026.com/assets/faces-106x106/0515.png,polls/wt100_2026/0096_SHACHI.png
97,MARGUERITE,,Marguerite,False,0537,https://onepiecewt100-2026.com/assets/faces-106x106/0537.png,polls/wt100_2026/0097_MARGUERITE.png
98,GAIMON,,Gaimon,False,0057,https://onepiecewt100-2026.com/assets/faces-106x106/0057.png,polls/wt100_2026/0098_GAIMON.png
99,STUSSY,,Stussy,False,0969,https://onepiecewt100-2026.com/assets/faces-106x106/0969.png,polls/wt100_2026/0099_STUSSY.png
100,EMPORIO.IVANKOV,,Emporio_Ivankov,False,0583,https://onepiecewt100-2026.com/assets/faces-106x106/0583.png,polls/wt100_2026/0100_EMPORIO_IVANKOV.png
101,LABOON,,Laboon,False,0125,https://onepiecewt100-2026.com/assets/faces-84x84/0125.png,polls/wt100_2026/0101_LABOON.png
102,SCOPPER GABAN,,Scopper_Gaban,False,1307,https://onepiecewt100-2026.com/assets/faces-84x84/1307.png,polls/wt100_2026/0102_SCOPPER_GABAN.png
103,Dr. HIRILUK,,Hiriluk,False,0166,https://onepiecewt100-2026.com/assets/faces-84x84/0166.png,polls/wt100_2026/0103_Dr_HIRILUK.png
104,SENOR.PINK,,Senor_Pink,False,0874,https://onepiecewt100-2026.com/assets/faces-84x84/0874.png,polls/wt100_2026/0104_SENOR_PINK.png
105,PEDRO,,Pedro,False,0932,https://onepiecewt100-2026.com/assets/faces-84x84/0932.png,polls/wt100_2026/0105_PEDRO.png
106,OTAMA (KUROZUMI TAMA),,Tama,False,1123,https://onepiecewt100-2026.com/assets/faces-84x84/1123.png,polls/wt100_2026/0106_OTAMA_KUROZUMI_TAMA.png
107,KOZUKI HIYORI (KOMURASAKI),,Kouzuki_Hiyori,False,1199,https://onepiecewt100-2026.com/assets/faces-84x84/1199.png,polls/wt100_2026/0107_KOZUKI_HIYORI_KOMURASAKI.png
108,WYPER,,Wyper,False,0289,https://onepiecewt100-2026.com/assets/faces-84x84/0289.png,polls/wt100_2026/0108_WYPER.png
109,SAINT RIMOSHIFU KILLINGHAM,,Rimoshifu_Killingham,False,1522,https://onepiecewt100-2026.com/assets/faces-84x84/1522.png,polls/wt100_2026/0109_SAINT_RIMOSHIFU_KILLINGHAM.png
110,VINSMOKE ICHIJI,,Vinsmoke_Ichiji,False,0960,https://onepiecewt100-2026.com/assets/faces-84x84/0960.png,polls/wt100_2026/0110_VINSMOKE_ICHIJI.png
111,BELO BETTY,,Belo_Betty,False,1080,https://onepiecewt100-2026.com/assets/faces-84x84/1080.png,polls/wt100_2026/0111_BELO_BETTY.png
112,PANDAMAN,,Pandaman,False,0080,https://onepiecewt100-2026.com/assets/faces-84x84/0080.png,polls/wt100_2026/0112_PANDAMAN.png
113,GALDINO (Mr. 3),,Galdino,False,0145,https://onepiecewt100-2026.com/assets/faces-84x84/0145.png,polls/wt100_2026/0113_GALDINO_Mr_3.png
114,S-SNAKE,,S-Snake,False,1423,https://onepiecewt100-2026.com/assets/faces-84x84/1423.png,polls/wt100_2026/0114_S_SNAKE.png
115,VINSMOKE NIJI,,Vinsmoke_Niji,False,0961,https://onepiecewt100-2026.com/assets/faces-84x84/0961.png,polls/wt100_2026/0115_VINSMOKE_NIJI.png
116,VEGAPUNK PUNK-05 ATLAS,,Atlas,False,1432,https://onepiecewt100-2026.com/assets/faces-84x84/1432.png,polls/wt100_2026/0116_VEGAPUNK_PUNK_05_ATLAS.png
117,BABY FIVE,,,False,0802,https://onepiecewt100-2026.com/assets/faces-84x84/0802.png,polls/wt100_2026/0117_BABY_FIVE.png
118,BLACK MARIA,,Black_Maria,False,1332,https://onepiecewt100-2026.com/assets/faces-84x84/1332.png,polls/wt100_2026/0118_BLACK_MARIA.png
119,KALIFA,,Kalifa,False,0370,https://onepiecewt100-2026.com/assets/faces-84x84/0370.png,polls/wt100_2026/0119_KALIFA.png
120,UROUGE,,Urouge,False,0510,https://onepiecewt100-2026.com/assets/faces-84x84/0510.png,polls/wt100_2026/0120_UROUGE.png
121,KYROS (ONE-LEGGED SOLDIER),,Kyros,False,0810,https://onepiecewt100-2026.com/assets/faces-84x84/0810.png,polls/wt100_2026/0121_KYROS_ONE_LEGGED_SOLDIER.png
122,ARLONG,,Arlong,False,0093,https://onepiecewt100-2026.com/assets/faces-84x84/0093.png,polls/wt100_2026/0122_ARLONG.png
123,DEMALO BLACK (FAKE LUFFY),,Demalo_Black,False,0675,https://onepiecewt100-2026.com/assets/faces-84x84/0675.png,polls/wt100_2026/0123_DEMALO_BLACK_FAKE_LUFFY.png
124,Dr. VEGAPUNK,,Vegapunk,False,1445,https://onepiecewt100-2026.com/assets/faces-84x84/1445.png,polls/wt100_2026/0124_Dr_VEGAPUNK.png
125,ARAMAKI (RYOKUGYU),,Aramaki,False,1416,https://onepiecewt100-2026.com/assets/faces-84x84/1416.png,polls/wt100_2026/0125_ARAMAKI_RYOKUGYU.png
126,GERD,,Gerd,False,1027,https://onepiecewt100-2026.com/assets/faces-84x84/1027.png,polls/wt100_2026/0126_GERD.png
127,PAGE ONE,,Page_One,False,1208,https://onepiecewt100-2026.com/assets/faces-84x84/1208.png,polls/wt100_2026/0127_PAGE_ONE.png
128,FISH-WOMAN NAMI,,Nami,True,0091,https://onepiecewt100-2026.com/assets/faces-84x84/0091.png,polls/wt100_2026/0128_FISH_WOMAN_NAMI.png
129,BELLEMERE,,,False,0106,https://onepiecewt100-2026.com/assets/faces-84x84/0106.png,polls/wt100_2026/0129_BELLEMERE.png
130,SHIKI (GOLDEN LION),,Shiki,False,1483,https://onepiecewt100-2026.com/assets/faces-84x84/1483.png,polls/wt100_2026/0130_SHIKI_GOLDEN_LION.png
131,MORGANS,,Morgans,False,1006,https://onepiecewt100-2026.com/assets/faces-84x84/1006.png,polls/wt100_2026/0131_MORGANS.png
132,KOUZUKI MOMONOSUKE,,Kouzuki_Momonosuke,False,0800,https://onepiecewt100-2026.com/assets/faces-84x84/0800.png,polls/wt100_2026/0132_KOUZUKI_MOMONOSUKE.png
133,BACCHY,,,False,0077,https://onepiecewt100-2026.com/assets/faces-84x84/0077.png,polls/wt100_2026/0133_BACCHY.png
134,MONT BLANC NOLAND,,Mont_Blanc_Noland,False,0313,https://onepiecewt100-2026.com/assets/faces-84x84/0313.png,polls/wt100_2026/0134_MONT_BLANC_NOLAND.png
135,GIN,,Gin,False,0081,https://onepiecewt100-2026.com/assets/faces-84x84/0081.png,polls/wt100_2026/0135_GIN.png
136,NEKOMAMUSHI,,Nekomamushi,False,0927,https://onepiecewt100-2026.com/assets/faces-84x84/0927.png,polls/wt100_2026/0136_NEKOMAMUSHI.png
136,LEO,,Leo,False,0848,https://onepiecewt100-2026.com/assets/faces-84x84/0848.png,polls/wt100_2026/0136_LEO.png
138,SHAKUYAKU (SHAKKY),,Shakuyaku,False,0503,https://onepiecewt100-2026.com/assets/faces-84x84/0503.png,polls/wt100_2026/0138_SHAKUYAKU_SHAKKY.png
139,VINSMOKE YONJI,,Vinsmoke_Yonji,False,0942,https://onepiecewt100-2026.com/assets/faces-84x84/0942.png,polls/wt100_2026/0139_VINSMOKE_YONJI.png
140,MAKINO,,Makino,False,0022,https://onepiecewt100-2026.com/assets/faces-84x84/0022.png,polls/wt100_2026/0140_MAKINO.png
141,KIN'EMON,,Kin'emon,False,0796,https://onepiecewt100-2026.com/assets/faces-84x84/0796.png,polls/wt100_2026/0141_KIN_EMON.png
142,FOXY,,Foxy,False,0337,https://onepiecewt100-2026.com/assets/faces-84x84/0337.png,polls/wt100_2026/0142_FOXY.png
143,BELLAMY,,Bellamy,False,0234,https://onepiecewt100-2026.com/assets/faces-84x84/0234.png,polls/wt100_2026/0143_BELLAMY.png
144,SAINT FIGARLAND GARLING,,Figarland_Garling,False,1472,https://onepiecewt100-2026.com/assets/faces-84x84/1472.png,polls/wt100_2026/0144_SAINT_FIGARLAND_GARLING.png
145,CURLY.DADAN,,Curly_Dadan,False,0651,https://onepiecewt100-2026.com/assets/faces-84x84/0651.png,polls/wt100_2026/0145_CURLY_DADAN.png
146,CHAKA,,Chaka,False,0198,https://onepiecewt100-2026.com/assets/faces-84x84/0198.png,polls/wt100_2026/0146_CHAKA.png
147,BOA.SANDERSONIA,,Boa_Sandersonia,False,0552,https://onepiecewt100-2026.com/assets/faces-84x84/0552.png,polls/wt100_2026/0147_BOA_SANDERSONIA.png
148,ZEFF,,Zeff,False,0076,https://onepiecewt100-2026.com/assets/faces-84x84/0076.png,polls/wt100_2026/0148_ZEFF.png
149,JAGUAR D. SAUL,,Jaguar_D._Saul,False,0421,https://onepiecewt100-2026.com/assets/faces-84x84/0421.png,polls/wt100_2026/0149_JAGUAR_D_SAUL.png
150,Dr. KUREHA,,Kureha,False,0160,https://onepiecewt100-2026.com/assets/faces-84x84/0160.png,polls/wt100_2026/0150_Dr_KUREHA.png
151,VIOLA (VIOLET),,Viola,False,0809,https://onepiecewt100-2026.com/assets/faces-84x84/0809.png,polls/wt100_2026/0151_VIOLA_VIOLET.png
152,DUVAL,,Duval,False,0490,https://onepiecewt100-2026.com/assets/faces-84x84/0490.png,polls/wt100_2026/0152_DUVAL.png
153,CHIMNEY,,Chimney,False,0354,https://onepiecewt100-2026.com/assets/faces-84x84/0354.png,polls/wt100_2026/0153_CHIMNEY.png
154,HATTORI,,Hattori,False,0373,https://onepiecewt100-2026.com/assets/faces-84x84/0373.png,polls/wt100_2026/0154_HATTORI.png
155,VEGAPUNK PUNK-01 SHAKA,,Shaka,False,1431,https://onepiecewt100-2026.com/assets/faces-84x84/1431.png,polls/wt100_2026/0155_VEGAPUNK_PUNK_01_SHAKA.png
156,TYRANNOSAURUS,,Tyrannosaurus,False,0369,https://onepiecewt100-2026.com/assets/faces-84x84/0369.png,polls/wt100_2026/0156_TYRANNOSAURUS.png
157,KRIEG,,Krieg,False,0084,https://onepiecewt100-2026.com/assets/faces-84x84/0084.png,polls/wt100_2026/0157_KRIEG.png
158,MAGELLAN,,Magellan,False,0569,https://onepiecewt100-2026.com/assets/faces-84x84/0569.png,polls/wt100_2026/0158_MAGELLAN.png
159,HIKING BEAR,,,False,0153,https://onepiecewt100-2026.com/assets/faces-84x84/0153.png,polls/wt100_2026/0159_HIKING_BEAR.png
160,HIBARI,,Hibari,False,1428,https://onepiecewt100-2026.com/assets/faces-84x84/1428.png,polls/wt100_2026/0160_HIBARI.png
161,DENJIRO (KYOSHIRO),,Denjiro,False,1156,https://onepiecewt100-2026.com/assets/faces-84x84/1156.png,polls/wt100_2026/0161_DENJIRO_KYOSHIRO.png
162,MIKITA (Miss.VALENTINE),,Mikita,False,0139,https://onepiecewt100-2026.com/assets/faces-84x84/0139.png,polls/wt100_2026/0162_MIKITA_Miss_VALENTINE.png
163,LIMEJUICE,,Limejuice,False,1418,https://onepiecewt100-2026.com/assets/faces-84x84/1418.png,polls/wt100_2026/0163_LIMEJUICE.png
164,DOLL,,Doll,False,1427,https://onepiecewt100-2026.com/assets/faces-84x84/1427.png,polls/wt100_2026/0164_DOLL.png
165,HARALD,,Harald,False,1519,https://onepiecewt100-2026.com/assets/faces-84x84/1519.png,polls/wt100_2026/0165_HARALD.png
166,THATCH,,Thatch,False,0451,https://onepiecewt100-2026.com/assets/faces-84x84/0451.png,polls/wt100_2026/0166_THATCH.png
167,SAINT ETHANBARON V. NUSJURO,,Ethanbaron_V._Nusjuro,False,0255,https://onepiecewt100-2026.com/assets/faces-84x84/0255.png,polls/wt100_2026/0167_SAINT_ETHANBARON_V_NUSJURO.png
168,KALGARA,,Kalgara,False,0312,https://onepiecewt100-2026.com/assets/faces-84x84/0312.png,polls/wt100_2026/0168_KALGARA.png
169,YAMATO'S SIDEBOOB (Anthropomorphized Form),,,False,1379,https://onepiecewt100-2026.com/assets/faces-84x84/1379.png,polls/wt100_2026/0169_YAMATO_S_SIDEBOOB_Anthropomorphized_Form.png
170,LAFITTE,,Laffitte,False,0264,https://onepiecewt100-2026.com/assets/faces-84x84/0264.png,polls/wt100_2026/0170_LAFITTE.png
